,Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Rating (Review),L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
488,Positive,,,,Skin,5,5,,,,,, dry skin,P4R942,5,13 November 2019,No,Yes,No,0,0,,Aging
489,Positive,,,,Texture,5,5,,,,,, Nor greasy at all,P4R943,5,13 November 2019,No,Yes,No,0,0,,Aging
490,Positive,,,,Texture,5,5,,,,,, absorbs really well,P4R943,5,13 November 2019,No,Yes,No,0,0,,Aging
491,Positive,,,,Texture,4,4,,,,,, ultra repair cream is not too,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
492,Positive,,,,Motivation,4,4,,,,,, like the fact that,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
493,Negative,,,,Purchase,4,4,,,,,, may not purchase again,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
494,Negative,,,,Price,4,4,,,,,, not too expensive.,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
495,Negative,,,,Odor,4,4,,,,,, not too pleasant fragrance,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
496,Positive,,,,Texture,5,5,,,,,, Rich in texture,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
497,Positive,,,,Texture,5,5,,,,,, feels lightweight,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
498,Positive,,,,Texture,5,5,,,,,, ultra soothing,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
499,Positive,,,,Purchase,5,5,,,,,, Well worth it!,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
500,Positive,,,,Demographic,5,5,,,,,, works on any part of the body,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
501,Positive,,,,Application,5,5,,,,,, pairs well with other products,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
502,Positive,,,,Texture,5,5,,,,,, but so moisturizing,P4R960,5,16 October 2019,No,Yes,Yes,0,0,18-24,Dark Circles
503,Positive,,,,Texture,5,5,,,,,, perfect consistency,P4R960,5,16 October 2019,No,Yes,Yes,0,0,18-24,Dark Circles
504,Positive,,,,Sentiment,5,5,,,,,, a little goes a long way,P4R960,5,16 October 2019,No,Yes,Yes,0,0,18-24,Dark Circles
505,Positive,,,,Texture,5,5,,,,,, easily absorbs into your skin,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
506,Positive,,,,Texture,5,5,,,,,, does not feel heavy or sticky,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
507,Positive,,,,Skin,5,5,,,,,, eczema,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
508,Positive,,,,Skin,5,5,,,,,, dry and sensitive skin,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
509,Positive,,,,Sentiment,5,5,,,,,, LOVES this product,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
510,Positive,,,,Sentiment,5,5,,,,,,,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
511,Positive,,,,Packaging,5,5,,,,,, alot of product,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
512,Positive,,,,Demographic,5,5,,,,,, boyfriend has eczema,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
513,Positive,,,,Texture,5,5,,,,,, not greasy at all,P4R962,5,14 October 2019,No,Yes,No,1,0,,Acne
514,Positive,,,,Packaging,5,5,,,,,, big jar too so,P4R962,5,14 October 2019,No,Yes,No,1,0,,Acne
515,Positive,,,,Motivation,5,5,,,,,, item as a Sephora beauty rewards,P4R962,5,14 October 2019,No,Yes,No,1,0,,Acne
516,Positive,,,,Texture,5,5,,,,,, Doesn’t feel greasy,P4R965,5,09 October 2019,No,Yes,No,1,0,,Acne
517,Positive,,,,Skin,5,5,,,,,, I live in the desert so my skin is really dry,P4R965,5,09 October 2019,No,Yes,No,1,0,,Acne
518,Positive,,,,Performance,5,5,,,,,, heals them within a few days,P4R965,5,09 October 2019,No,Yes,No,1,0,,Acne
519,Positive,,,,Texture,5,5,,,,,, so lightweight,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
520,Positive,,,,Skin,5,5,,,,,, doesn’t clog my pores at all,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
521,Positive,,,,Skin,5,5,,,,,, replenishes so much moisture,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
522,Positive,,,,Sentiment,5,5,,,,,, because of it.,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
523,Positive,,,,Purchase,5,5,,,,,, Buy this product!,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
524,Positive,,,,Performance,5,5,,,,,, heals sunburns for me overnight,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
525,Positive,,,,Texture,5,5,,,,,, perfect consistency,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
526,Positive,,,,Skin,5,5,,,,,, facial eczema,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
527,Positive,,,,Skin,5,5,,,,,, super dry skin,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
528,Positive,,,,Skin,5,5,,,,,, skin hydrated,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
529,Positive,,,,Skin,5,5,,,,,, No more constant trips to the bathroom,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
530,Positive,,,,Sentiment,5,5,,,,,, Thank you first aid beauty,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
531,Positive,,,,Application,5,5,,,,,, under makeup too,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
532,Positive,,,,Texture,5,5,,,,,, feels luxurious,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
533,Positive,,,,Texture,5,5,,,,,, doesn't make me feel/look greasy,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
534,Positive,,,,Skin,5,5,,,,,, extremely sensitive,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
535,Positive,,,,Skin,5,5,,,,,, combination skin,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
536,Positive,,,,Sentiment,5,5,,,,,, only moisturizer I've found,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
537,Positive,,,,Odor,5,5,,,,,, has no scent,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
538,Positive,,,,Texture,5,5,,,,,, no greasiness,P4R980,5,12 September 2019,No,Yes,No,0,0,,Redness
539,Positive,,,,Skin,5,5,,,,,, Works amazing on my dry,P4R980,5,12 September 2019,No,Yes,No,0,0,,Redness
540,Positive,,,,Skin,5,5,,,,,, super-sensitive skin,P4R980,5,12 September 2019,No,Yes,No,0,0,,Redness
541,Positive,,,,Texture,5,5,,,,,, doesn’t leave the face feeling too greasy,P4R985,5,01 September 2019,No,Yes,No,0,0,,Blackheads
542,Positive,,,,Skin,5,5,,,,,, moisturizes your skin,P4R985,5,01 September 2019,No,Yes,No,0,0,,Blackheads
543,Positive,,,,Texture,5,5,,,,,, doesnt leave any dry patches,P4R991,5,22 August 2019,No,Yes,No,0,0,,Aging
544,Positive,,,,Skin,5,5,,,,,, mostly dry,P4R991,5,22 August 2019,No,Yes,No,0,0,,Aging
545,Positive,,,,Texture,5,5,,,,,, without being too greasy,P4R992,5,21 August 2019,No,Yes,Yes,0,0,,Blackheads
546,Positive,,,,Skin,5,5,,,,,, helped with my chronically bumpy elbows,P4R992,5,21 August 2019,No,Yes,Yes,0,0,,Blackheads
547,Positive,,,,Texture,5,5,,,,,, absorb very well without leaving stickiness,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
548,Positive,,,,Skin,5,5,,,,,, sensitive acne combination,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
549,Positive,,,,Sentiment,5,5,,,,,, best moisturizer,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
550,Positive,,,,Sentiment,5,5,,,,,, Highly recommended!,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
551,Positive,,,,Price,5,5,,,,,, affordable yet effective,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
552,Positive,,,,Odor,5,5,,,,,, No offensive fragrance,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
553,Positive,,,,Texture,5,5,,,,,, radiant,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
554,Positive,,,,Texture,5,5,,,,,, soft skin,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
555,Positive,,,,Skin,5,5,,,,,, skin changed from dry and blotchy,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
556,Positive,,,,Sentiment,5,5,,,,,, totally recommend it,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
557,Positive,,,,Purchase,5,5,,,,,, now buying the regular size jar,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
558,Positive,,,,Motivation,5,5,,,,,, tried it out in a FAB gift,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
559,Negative,,,,Competitor,5,5,,,,,, other high priced creams,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
560,Positive,,,,Texture,5,5,,,,,, feels soft on the skin,P4R1008,5,07 August 2019,No,Yes,No,0,0,,Cellulite
561,Positive,,,,Texture,5,5,,,,,, leaes my skin feeling nice and dewy,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
562,Positive,,,,Skin,5,5,,,,,, sun/windburns,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
563,Positive,,,,Price,5,5,,,,,, little pricey but definitely worth it,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
564,Positive,,,,Application,5,5,,,,,, right after putting on any face serums,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
565,Positive,,,,Texture,5,5,,,,,, doesn't leave his skin feeling greasy,P4R1015,5,30 July 2019,No,Yes,No,0,0,,Dark Circles
566,Positive,,,,Texture,5,5,,,,,, Nice and supple skin,P4R1015,5,30 July 2019,No,Yes,No,0,0,,Dark Circles
567,Positive,,,,Texture,5,5,,,,,, absorbs quickly,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
568,Positive,,,,Skin,5,5,,,,,, sensitive and dry skin,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
569,Positive,,,,Demographic,5,5,,,,,, 47 years old,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
570,Positive,,,,Application,5,5,,,,,, my makeup goes on smooth,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
571,Positive,,,,Allergy,5,5,,,,,, never irritates,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
572,Positive,,,,Texture,5,5,,,,,, without feeling thick,P4R1027,5,13 July 2019,No,Yes,No,0,0,Over54,Sensitivity
573,Positive,,,,Skin,5,5,,,,,, nourishes my dry sensitive skin,P4R1027,5,13 July 2019,No,Yes,No,0,0,Over54,Sensitivity
574,Positive,,,,Texture,5,5,,,,,, absorbs it so well,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
575,Positive,,,,Skin,5,5,,,,,, dry skin,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
576,Positive,,,,Skin,5,5,,,,,, so hydrating,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
577,Positive,,,,Skin,5,5,,,,,, sensitive skin,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
578,Positive,,,,Texture,3,3,,,,,, love the texture,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
579,Negative,,,,Application,3,3,,,,,, my face,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
580,Negative,,,,Allergy,3,3,,,,,, stung very badly,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
581,Negative,,,,Allergy,3,3,,,,,, skin just burned,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
582,Positive,,,,Texture,5,5,,,,,, Immediately softened up my rough bumpy,P4R1034,5,05 July 2019,No,Yes,No,0,0,,
583,Positive,,,,Skin,5,5,,,,,, dry skin on my elbows and arms,P4R1034,5,05 July 2019,No,Yes,No,0,0,,
584,Positive,,,,Texture,5,5,,,,,, is pretty thick,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
585,Positive,,,,Texture,5,5,,,,,,,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
586,Positive,,,,Sentiment,5,5,,,,,, definitely a holy grail product,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
587,Positive,,,,Allergy,5,5,,,,,, does break me out,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
588,Positive,,,,Texture,4,4,,,,,, doesn't feel heavy,P4R1043,4,22 June 2019,No,Yes,No,0,0,,Aging
589,Positive,,,,Brand,4,4,,,,,, becoming a fan of this brand,P4R1043,4,22 June 2019,No,Yes,No,0,0,,Aging
590,Positive,,,,Application,4,4,,,,,, goes on smoothly,P4R1043,4,22 June 2019,No,Yes,No,0,0,,Aging
591,Positive,,,,Texture,5,5,,,,,, Not heavy or greasy,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
592,Positive,,,,Skin,5,5,,,,,, aging skin,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
593,Positive,,,,Skin,5,5,,,,,, great for sensitive and normal skin alike,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
594,Positive,,,,Demographic,5,5,,,,,, my daughter loves it,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
595,Positive,,,,Texture,5,5,,,,,, light-weight,P4R1050,5,13 June 2019,No,Yes,No,0,0,,Dark Circles
596,Positive,,,,Packaging,5,5,,,,,, little goes a long way,P4R1050,5,13 June 2019,No,Yes,No,0,0,,Dark Circles
597,Positive,,,,Ingredients,5,5,,,,,, ingredients are simple,P4R1050,5,13 June 2019,No,Yes,No,0,0,,Dark Circles
598,Positive,,,,Texture,5,5,,,,,, Keeps my skin feeling hydrated,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
599,Positive,,,,Skin,5,5,,,,,, hydrated,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
600,Positive,,,,Skin,5,5,,,,,, flake free,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
601,Positive,,,,Demographic,5,5,,,,,, this product is the only thing that saved it.,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
602,Positive,,,,Texture,5,5,,,,,, not too thin,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
603,Positive,,,,Texture,5,5,,,,,, not too thick,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
604,Positive,,,,Skin,5,5,,,,,, extremely dry/oily combo,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
605,Positive,,,,Skin,5,5,,,,,, acne prone,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
606,Positive,,,,Skin,5,5,,,,,, sensitive skin,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
607,Negative,,,,Competitor,5,5,,,,,, Dove,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
608,Negative,,,,Competitor,5,5,,,,,, cetaphil,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
609,Negative,,,,Competitor,5,5,,,,,, cerave,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
610,Negative,,,,Competitor,5,5,,,,,, aveeno,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
611,Positive,,,,Texture,5,5,,,,,, thicker than most moisturizers,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
612,Positive,,,,Texture,5,5,,,,,, not greasy,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
613,Positive,,,,Skin,5,5,,,,,, face feels instantly hydrated,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
614,Positive,,,,Brand,5,5,,,,,, love that the cream is offered in a tub,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
615,Positive,,,,Brand,5,5,,,,,, tube and travel size. Love this brand and price point.,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
616,Positive,,,,Texture,5,5,,,,,, without making it greasy,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
617,Positive,,,,Skin,5,5,,,,,, acne prone skins,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
618,Positive,,,,Purchase,5,5,,,,,, keep on repurchase,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
619,Positive,,,,Odor,5,5,,,,,, No fragrance,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
620,Positive,,,,Texture,5,5,,,,,, smooths on easy,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
621,Positive,,,,Skin,5,5,,,,,, very sensitive skin,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
622,Positive,,,,Skin,5,5,,,,,, combination dry,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
623,Positive,,,,Allergy,5,5,,,,,, never makes me break out,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
624,Positive,,,,Texture,5,5,,,,,, skin silky smooth;,P4R1076,5,16 May 2019,No,Yes,Yes,0,0,,Aging
625,Positive,,,,Texture,5,5,,,,,, no greasy feeling!,P4R1076,5,16 May 2019,No,Yes,Yes,0,0,,Aging
626,Positive,,,,Texture,5,5,,,,,, Lays nicely under makeup,P4R1078,5,16 May 2019,No,Yes,No,0,0,Over54,Dullness
627,Positive,,,,Texture,5,5,,,,,, Non-greasy,P4R1078,5,16 May 2019,No,Yes,No,0,0,Over54,Dullness
628,Positive,,,,Skin,5,5,,,,,, Very moisturizing,P4R1078,5,16 May 2019,No,Yes,No,0,0,Over54,Dullness
629,Positive,,,,Texture,5,5,,,,,, how it’s a thick formula,P4R1079,5,16 May 2019,No,Yes,No,2,0,,Acne
630,Positive,,,,Skin,5,5,,,,,, decrease in dry patches,P4R1079,5,16 May 2019,No,Yes,No,2,0,,Acne
631,Positive,,,,Texture,5,5,,,,,, gives you a healthy glow,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
632,Positive,,,,Skin,5,5,,,,,, overall evenness of skin tone,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
633,Positive,,,,Skin,5,5,,,,,, skin texture,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
634,Positive,,,,Price,5,5,,,,,, especially for the price,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
635,Positive,,,,Performance,5,5,,,,,, seen a significant improvement,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
636,Positive,,,,Packaging,5,5,,,,,, so much,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
637,Positive,,,,Packaging,5,5,,,,,, only have to use a small amount each time,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
638,Positive,,,,Texture,5,5,,,,,, without feeling heavy or greasy,P4R1095,5,07 May 2019,No,Yes,No,1,0,35-44,Acne
639,Positive,,,,Texture,5,5,,,,,, ot feeling,P4R1095,5,07 May 2019,No,Yes,No,1,0,35-44,Acne
640,Positive,,,,Skin,5,5,,,,,, hydrated at night,P4R1095,5,07 May 2019,No,Yes,No,1,0,35-44,Acne
641,Positive,,,,Texture,5,5,,,,,, Creamy but not heavy greasy sensation,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
642,Positive,,,,Skin,5,5,,,,,, rescues me during dry Winter months,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
643,Positive,,,,Skin,5,5,,,,,, when the eczema is flaring up,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
644,Positive,,,,Sentiment,5,5,,,,,, Ultra Repair Cream deserves more attention,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
645,Positive,,,,Texture,5,5,,,,,, not oily at all,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
646,Positive,,,,Skin,5,5,,,,,, my hand feel super smooth,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
647,Positive,,,,Application,5,5,,,,,, my arms and my legs,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
648,Negative,,,,Competitor,5,5,,,,,, switched over from the L'Occitaine,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
649,Positive,,,,Texture,5,5,,,,,, nongreasy,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
650,Positive,,,,Skin,5,5,,,,,, sensitive skin,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
651,Positive,,,,Skin,5,5,,,,,, moisturized,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
652,Positive,,,,Allergy,5,5,,,,,, without any reactions,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
653,Positive,,,,Texture,5,5,,,,,, so rich and creamy,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
654,Positive,,,,Texture,5,5,,,,,, face feels hydrated,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
655,Positive,,,,Texture,5,5,,,,,, soft,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
656,Positive,,,,Skin,5,5,,,,,, have eczema,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
657,Positive,,,,Skin,5,5,,,,,, dry skin,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
658,Positive,,,,Skin,5,5,,,,,, sensitive skin,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
659,Positive,,,,Packaging,5,5,,,,,, amount of product you get for the price is amazing,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
660,Positive,,,,Demographic,5,5,,,,,, recommended this product by a Sephora beauty advisor,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
661,Positive,,,,Brand,5,5,,,,,, always come back to First Aid Beauty,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
662,Positive,,,,Texture,5,5,,,,,, calming the itch almost instantly,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
663,Positive,,,,Texture,5,5,,,,,, enough of a barrier,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
664,Positive,,,,Skin,5,5,,,,,, soothing the redness,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
665,Positive,,,,Skin,5,5,,,,,, healing the little bumps,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
666,Positive,,,,Motivation,5,5,,,,,, grabbed this as a point bonus,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
667,Positive,,,,Demographic,5,5,,,,,, Our weather is all over the place,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
668,Positive,,,,Texture,4,4,,,,,, product doesn’t just sit on the skin,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
669,Positive,,,,Texture,4,4,,,,,, sinks into the skin,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
670,Positive,,,,Skin,4,4,,,,,, acne prone,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
671,Positive,,,,Skin,4,4,,,,,, sensitive,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
672,Positive,,,,Skin,4,4,,,,,, dry skin,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
673,Negative,,,,Skin,4,4,,,,,, ould be a little more moisturizing,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
674,Positive,,,,Texture,5,5,,,,,, not greasy but smooth,P4R1114,5,26 April 2019,No,Yes,No,0,0,,Aging
675,Positive,,,,Skin,5,5,,,,,, intense hydration cream,P4R1114,5,26 April 2019,No,Yes,No,0,0,,Aging
676,Positive,,,,Skin,5,5,,,,,, suffers from eczema,P4R1114,5,26 April 2019,No,Yes,No,0,0,,Aging
677,Positive,,,,Texture,5,5,,,,,, gives my skin a healthy glow,P4R1119,5,24 April 2019,No,Yes,No,0,0,,Aging
678,Positive,,,,Skin,5,5,,,,,, skin supple,P4R1119,5,24 April 2019,No,Yes,No,0,0,,Aging
679,Positive,,,,Skin,5,5,,,,,, dry skin,P4R1119,5,24 April 2019,No,Yes,No,0,0,,Aging
680,Positive,,,,Price,5,5,,,,,, I know that I am getting my money’s worth,P4R1119,5,24 April 2019,No,Yes,No,0,0,,Aging
681,Positive,,,,Texture,5,5,,,,,, dries quick,P4R1123,5,19 April 2019,No,Yes,No,0,0,,Blackheads
682,Positive,,,,Texture,5,5,,,,,, not greasy,P4R1123,5,19 April 2019,No,Yes,No,0,0,,Blackheads
683,Positive,,,,Skin,5,5,,,,,, Really dry and sensitive skin,P4R1123,5,19 April 2019,No,Yes,No,0,0,,Blackheads
684,Positive,,,,Skin,5,5,,,,,, hydrates the skin,P4R1123,5,19 April 2019,No,Yes,No,0,0,,Blackheads
685,Positive,,,,Skin,5,5,,,,,, eczema,P4R1123,5,19 April 2019,No,Yes,No,0,0,,Blackheads
686,Positive,,,,Texture,5,5,,,,,, mixes well with oils,P4R1129,5,14 April 2019,No,Yes,No,0,0,25-34,
687,Positive,,,,Texture,5,5,,,,,, not too heavy or greasy,P4R1129,5,14 April 2019,No,Yes,No,0,0,25-34,
688,Positive,,,,Skin,5,5,,,,,, skin can get pretty dry,P4R1129,5,14 April 2019,No,Yes,No,0,0,25-34,
689,Positive,,,,Price,5,5,,,,,, splurged for the 8oz,P4R1129,5,14 April 2019,No,Yes,No,0,0,25-34,
690,Positive,,,,Packaging,5,5,,,,,, in a tube,P4R1129,5,14 April 2019,No,Yes,No,0,0,25-34,
691,Positive,,,,Packaging,5,5,,,,,, more sanitary,P4R1129,5,14 April 2019,No,Yes,No,0,0,25-34,
692,Positive,,,,Demographic,5,5,,,,,, live in the desert near the mountains,P4R1129,5,14 April 2019,No,Yes,No,0,0,25-34,
693,Positive,,,,Texture,5,5,,,,,, still absorbs super quickly,P4R1131,5,13 April 2019,No,Yes,No,0,0,,Blackheads
694,Positive,,,,Texture,5,5,,,,,, doesn't feel sticky,P4R1131,5,13 April 2019,No,Yes,No,0,0,,Blackheads
695,Positive,,,,Skin,5,5,,,,,, very dry,P4R1131,5,13 April 2019,No,Yes,No,0,0,,Blackheads
696,Positive,,,,Skin,5,5,,,,,, sensitive,P4R1131,5,13 April 2019,No,Yes,No,0,0,,Blackheads
697,Positive,,,,Sentiment,5,5,,,,,, best thing I've ever tried,P4R1131,5,13 April 2019,No,Yes,No,0,0,,Blackheads
698,Positive,,,,Texture,5,5,,,,,, not greasy,P4R1138,5,07 April 2019,No,Yes,Yes,0,0,,Aging
699,Positive,,,,Performance,5,5,,,,,, Stays on for hours,P4R1138,5,07 April 2019,No,Yes,Yes,0,0,,Aging
700,Positive,,,,Texture,5,5,,,,,, face is soft but not left oily,P4R1146,5,30 March 2019,No,Yes,No,0,0,,Acne
701,Positive,,,,Packaging,5,5,,,,,, ist still half full;,P4R1146,5,30 March 2019,No,Yes,No,0,0,,Acne
702,Positive,,,,Texture,5,5,,,,,, my skin was not oily at all,P4R1147,5,29 March 2019,No,Yes,No,0,0,,Acne
703,Positive,,,,Skin,5,5,,,,,, helped with my excessive dryness immediately,P4R1147,5,29 March 2019,No,Yes,No,0,0,,Acne
704,Positive,,,,Purchase,5,5,,,,,, Buying again for sure,P4R1147,5,29 March 2019,No,Yes,No,0,0,,Acne
