Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Rating (Review),L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Demographic,3,3,,,,,,,, not summer,P4R930,3,27 November 2019,No,Yes,Yes,1,0,,Aging
Positive,,,,Application,3,3,,,,,,,, face has gotten burned,P4R930,3,27 November 2019,No,Yes,Yes,1,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, does not cause my face to get greas,P4R941,5,13 November 2019,Yes,Yes,No,2,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, Soothing,P4R942,5,13 November 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,9, redness gone,16,15,4.933333333333334,4.9375,, Helping with the redness,P4R942,5,13 November 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,1, SUPER dry skin,88,88,4.7272727272727275,4.7272727272727275,, dry skin,P4R942,5,13 November 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, Nor greasy at all,P4R943,5,13 November 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,15, absorbs really well,3,3,5.0,5.0,, absorbs really well,P4R943,5,13 November 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,4,4,,,,,,,, ultra repair cream is not too,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
Positive,,,,Motivation,4,4,,,,,,,, like the fact that,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
Negative,,,,Purchase,4,4,,,,,,,, may not purchase again,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
Negative,,,,Price,4,4,,,,,,,, not too expensive.,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
Negative,,,,Odor,4,4,,,,,,,, not too pleasant fragrance,P4R952,4,01 November 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, Rich in texture,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,6, lightweight,6,6,4.833333333333333,4.833333333333333,, feels lightweight,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, ultra soothing,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Purchase,5,5,,,,,,,, Well worth it!,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Demographic,5,5,,,,,,,, works on any part of the body,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Application,5,5,,,,,,,, pairs well with other products,P4R954,5,28 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, but so moisturizing,P4R960,5,16 October 2019,No,Yes,Yes,0,0,18-24,Dark Circles
Positive,,,,Texture,5,5,9, rich consistency,4,4,4.5,4.5,, perfect consistency,P4R960,5,16 October 2019,No,Yes,Yes,0,0,18-24,Dark Circles
Positive,,,,Sentiment,5,5,,,,,,,, a little goes a long way,P4R960,5,16 October 2019,No,Yes,Yes,0,0,18-24,Dark Circles
Positive,,,,Texture,5,5,,,,,,,, easily absorbs into your skin,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Texture,5,5,,,,,,,, does not feel heavy or sticky,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Skin,5,5,2, have eczema,49,49,4.857142857142857,4.857142857142857,, eczema,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Skin,5,5,1, SUPER dry skin,88,88,4.7272727272727275,4.7272727272727275,, dry and sensitive skin,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Sentiment,5,5,5, love this product,4,4,5.0,5.0,, LOVES this product,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Sentiment,5,5,,,,,,,,,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Packaging,5,5,,,,,,,, alot of product,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Demographic,5,5,,,,,,,, boyfriend has eczema,P4R961,5,15 October 2019,No,Yes,No,0,0,13-17,Dark Circles
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, not greasy at all,P4R962,5,14 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Packaging,5,5,1, big jar too so,3,3,4.666666666666667,4.666666666666667,, big jar too so,P4R962,5,14 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Motivation,5,5,,,,,,,, item as a Sephora beauty rewards,P4R962,5,14 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, Doesn’t feel greasy,P4R965,5,09 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, I live in the desert so my skin is really dry,P4R965,5,09 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Performance,5,5,,,,,,,, heals them within a few days,P4R965,5,09 October 2019,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,6, lightweight,6,6,4.833333333333333,4.833333333333333,, so lightweight,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,45, doesn’t clog pores,3,3,5.0,5.0,, doesn’t clog my pores at all,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, replenishes so much moisture,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
Positive,,,,Sentiment,5,5,,,,,,,, because of it.,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
Positive,,,,Purchase,5,5,,,,,,,, Buy this product!,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
Positive,,,,Performance,5,5,,,,,,,, heals sunburns for me overnight,P4R967,5,04 October 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,9, rich consistency,4,4,4.5,4.5,, perfect consistency,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
Positive,,,,Skin,5,5,20, this eczema Spot,5,5,5.0,5.0,, facial eczema,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
Positive,,,,Skin,5,5,1, SUPER dry skin,88,88,4.7272727272727275,4.7272727272727275,, super dry skin,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
Positive,,,,Skin,5,5,39, skin hydrated,3,3,5.0,5.0,, skin hydrated,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
Positive,,,,Skin,5,5,,,,,,,, No more constant trips to the bathroom,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
Positive,,,,Sentiment,5,5,7, Thank you so much First Aid Beauty.,3,3,5.0,5.0,, Thank you first aid beauty,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
Positive,,,,Application,5,5,3, look good under makeup,4,4,4.75,4.75,, under makeup too,P4R969,5,02 October 2019,Yes,Yes,No,4,0,,Dark Circles
Positive,,,,Texture,5,5,,,,,,,, feels luxurious,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
Positive,,,,Texture,5,5,5, doesn’t feel oily or greasy,9,9,4.888888888888889,4.888888888888889,, doesn't make me feel/look greasy,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
Positive,,,,Skin,5,5,37, extremely sensitive,3,3,5.0,5.0,, extremely sensitive,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
Positive,,,,Skin,5,5,8, combination skin,18,18,4.333333333333333,4.333333333333333,, combination skin,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
Positive,,,,Sentiment,5,5,,,,,,,, only moisturizer I've found,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
Positive,,,,Odor,5,5,1, has no fragrance,11,11,4.818181818181818,4.818181818181818,, has no scent,P4R973,5,25 September 2019,No,Yes,No,0,0,25-34,
Positive,,,,Texture,5,5,,,,,,,, no greasiness,P4R980,5,12 September 2019,No,Yes,No,0,0,,Redness
Positive,,,,Skin,5,5,,,,,,,, Works amazing on my dry,P4R980,5,12 September 2019,No,Yes,No,0,0,,Redness
Positive,,,,Skin,5,5,10, extremely sensitive skin,15,13,4.846153846153846,4.866666666666666,, super-sensitive skin,P4R980,5,12 September 2019,No,Yes,No,0,0,,Redness
Positive,,,,Texture,5,5,,,,,,,, doesn’t leave the face feeling too greasy,P4R985,5,01 September 2019,No,Yes,No,0,0,,Blackheads
Positive,,,,Skin,5,5,7, very moisturizing,20,20,4.75,4.75,, moisturizes your skin,P4R985,5,01 September 2019,No,Yes,No,0,0,,Blackheads
Positive,,,,Texture,5,5,,,,,,,, doesnt leave any dry patches,P4R991,5,22 August 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,6, mostly dry,26,25,4.96,4.961538461538462,, mostly dry,P4R991,5,22 August 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,4, without feeling oily/ greasy,11,11,5.0,5.0,, without being too greasy,P4R992,5,21 August 2019,No,Yes,Yes,0,0,,Blackheads
Positive,,,,Skin,5,5,,,,,,,, helped with my chronically bumpy elbows,P4R992,5,21 August 2019,No,Yes,Yes,0,0,,Blackheads
Positive,,,,Texture,5,5,15, absorbs really well,3,3,5.0,5.0,, absorb very well without leaving stickiness,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
Positive,,,,Skin,5,5,5, combination acne prone skin,27,27,4.851851851851852,4.851851851851852,, sensitive acne combination,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
Positive,,,,Sentiment,5,5,1, best moisturizer I’ve ever used,7,7,5.0,5.0,, best moisturizer,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
Positive,,,,Sentiment,5,5,3, Highly highly recommended,5,5,5.0,5.0,, Highly recommended!,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
Positive,,,,Price,5,5,,,,,,,, affordable yet effective,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
Positive,,,,Odor,5,5,,,,,,,, No offensive fragrance,P4R993,5,20 August 2019,No,Yes,No,1,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, radiant,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
Positive,,,,Texture,5,5,12, skin is soft and smooth,4,4,5.0,5.0,, soft skin,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
Positive,,,,Skin,5,5,,,,,,,, skin changed from dry and blotchy,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
Positive,,,,Sentiment,5,5,6, would definitely recommend,3,3,4.333333333333333,4.333333333333333,, totally recommend it,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
Positive,,,,Purchase,5,5,,,,,,,, now buying the regular size jar,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
Positive,,,,Motivation,5,5,,,,,,,, tried it out in a FAB gift,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
Negative,,,,Competitor,5,5,,,,,,,, other high priced creams,P4R1007,5,07 August 2019,No,Yes,No,0,0,,Sensitivity
Positive,,,,Texture,5,5,,,,,,,, feels soft on the skin,P4R1008,5,07 August 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Texture,5,5,,,,,,,, leaes my skin feeling nice and dewy,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, sun/windburns,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
Positive,,,,Price,5,5,,,,,,,, little pricey but definitely worth it,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
Positive,,,,Application,5,5,,,,,,,, right after putting on any face serums,P4R1011,5,03 August 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,5, doesn’t feel oily or greasy,9,9,4.888888888888889,4.888888888888889,, doesn't leave his skin feeling greasy,P4R1015,5,30 July 2019,No,Yes,No,0,0,,Dark Circles
Positive,,,,Texture,5,5,,,,,,,, Nice and supple skin,P4R1015,5,30 July 2019,No,Yes,No,0,0,,Dark Circles
Positive,,,,Texture,5,5,2, absorbs very well,14,14,4.857142857142857,4.857142857142857,, absorbs quickly,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, sensitive and dry skin,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
Positive,,,,Demographic,5,5,,,,,,,, 47 years old,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
Positive,,,,Application,5,5,,,,,,,, my makeup goes on smooth,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
Positive,,,,Allergy,5,5,,,,,,,, never irritates,P4R1023,5,17 July 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, without feeling thick,P4R1027,5,13 July 2019,No,Yes,No,0,0,Over54,Sensitivity
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, nourishes my dry sensitive skin,P4R1027,5,13 July 2019,No,Yes,No,0,0,Over54,Sensitivity
Positive,,,,Texture,5,5,15, absorbs really well,3,3,5.0,5.0,, absorbs it so well,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,1, SUPER dry skin,88,88,4.7272727272727275,4.7272727272727275,, dry skin,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,4, thick and hydrating,31,30,4.7,4.67741935483871,, so hydrating,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, sensitive skin,P4R1029,5,11 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,3,3,11, nice texture,4,4,3.5,3.5,, love the texture,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
Negative,,,,Application,3,3,,,,,,,, my face,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
Negative,,,,Allergy,3,3,,,,,,,, stung very badly,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
Negative,,,,Allergy,3,3,,,,,,,, skin just burned,P4R1030,3,11 July 2019,No,No,No,1,2,,Acne
Positive,,,,Texture,5,5,,,,,,,, Immediately softened up my rough bumpy,P4R1034,5,05 July 2019,No,Yes,No,0,0,,
Positive,,,,Skin,5,5,,,,,,,, dry skin on my elbows and arms,P4R1034,5,05 July 2019,No,Yes,No,0,0,,
Positive,,,,Texture,5,5,3, thicker,12,12,4.833333333333333,4.833333333333333,, is pretty thick,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,18,,3,3,3.6666666666666665,3.6666666666666665,,,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Sentiment,5,5,,,,,,,, definitely a holy grail product,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Allergy,5,5,1, It never breaks me out,9,9,4.777777777777778,4.777777777777778,, does break me out,P4R1037,5,02 July 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,4,4,10, doesn't feel too heavy,4,4,4.75,4.75,, doesn't feel heavy,P4R1043,4,22 June 2019,No,Yes,No,0,0,,Aging
Positive,,,,Brand,4,4,,,,,,,, becoming a fan of this brand,P4R1043,4,22 June 2019,No,Yes,No,0,0,,Aging
Positive,,,,Application,4,4,,,,,,,, goes on smoothly,P4R1043,4,22 June 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, Not heavy or greasy,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,,,,,,,, aging skin,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,36, good for sensitive skin,4,4,4.5,4.5,, great for sensitive and normal skin alike,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
Positive,,,,Demographic,5,5,,,,,,,, my daughter loves it,P4R1047,5,14 June 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,6, lightweight,6,6,4.833333333333333,4.833333333333333,, light-weight,P4R1050,5,13 June 2019,No,Yes,No,0,0,,Dark Circles
Positive,,,,Packaging,5,5,,,,,,,, little goes a long way,P4R1050,5,13 June 2019,No,Yes,No,0,0,,Dark Circles
Positive,,,,Ingredients,5,5,,,,,,,, ingredients are simple,P4R1050,5,13 June 2019,No,Yes,No,0,0,,Dark Circles
Positive,,,,Texture,5,5,,,,,,,, Keeps my skin feeling hydrated,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,4, thick and hydrating,31,30,4.7,4.67741935483871,, hydrated,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, flake free,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Demographic,5,5,,,,,,,, this product is the only thing that saved it.,P4R1056,5,08 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, not too thin,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,3, thicker,12,12,4.833333333333333,4.833333333333333,, not too thick,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, extremely dry/oily combo,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,5, combination acne prone skin,27,27,4.851851851851852,4.851851851851852,, acne prone,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, sensitive skin,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Negative,,,,Competitor,5,5,,,,,,,, Dove,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Negative,,,,Competitor,5,5,,,,,,,, cetaphil,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Negative,,,,Competitor,5,5,1, cerave,3,3,5,5,, cerave,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Negative,,,,Competitor,5,5,,,,,,,, aveeno,P4R1061,5,06 June 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, thicker than most moisturizers,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, not greasy,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
Positive,,,,Skin,5,5,,,,,,,, face feels instantly hydrated,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
Positive,,,,Brand,5,5,,,,,,,, love that the cream is offered in a tub,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
Positive,,,,Brand,5,5,,,,,,,, tube and travel size. Love this brand and price point.,P4R1068,5,26 May 2019,No,Yes,No,1,0,,Blackheads
Positive,,,,Texture,5,5,4, without feeling oily/ greasy,11,11,5.0,5.0,, without making it greasy,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,5, combination acne prone skin,27,27,4.851851851851852,4.851851851851852,, acne prone skins,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Purchase,5,5,1, will repurchase,4,4,5,5,, keep on repurchase,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Odor,5,5,1, has no fragrance,11,11,4.818181818181818,4.818181818181818,, No fragrance,P4R1070,5,26 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, smooths on easy,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, very sensitive skin,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,34, combination (oily/dry),4,4,5.0,5.0,, combination dry,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Allergy,5,5,1, It never breaks me out,9,9,4.777777777777778,4.777777777777778,, never makes me break out,P4R1071,5,25 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,12, skin is soft and smooth,4,4,5.0,5.0,, skin silky smooth;,P4R1076,5,16 May 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Texture,5,5,5, doesn’t feel oily or greasy,9,9,4.888888888888889,4.888888888888889,, no greasy feeling!,P4R1076,5,16 May 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, Lays nicely under makeup,P4R1078,5,16 May 2019,No,Yes,No,0,0,Over54,Dullness
Positive,,,,Texture,5,5,1, not greasy,31,29,4.931034482758621,4.935483870967742,, Non-greasy,P4R1078,5,16 May 2019,No,Yes,No,0,0,Over54,Dullness
Positive,,,,Skin,5,5,7, very moisturizing,20,20,4.75,4.75,, Very moisturizing,P4R1078,5,16 May 2019,No,Yes,No,0,0,Over54,Dullness
Positive,,,,Texture,5,5,,,,,,,, how it’s a thick formula,P4R1079,5,16 May 2019,No,Yes,No,2,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, decrease in dry patches,P4R1079,5,16 May 2019,No,Yes,No,2,0,,Acne
Positive,,,,Texture,5,5,,,,,,,, gives you a healthy glow,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,,,,,,,, overall evenness of skin tone,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,,,,,,,, skin texture,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Price,5,5,,,,,,,, especially for the price,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Performance,5,5,,,,,,,, seen a significant improvement,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Packaging,5,5,,,,,,,, so much,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Packaging,5,5,,,,,,,, only have to use a small amount each time,P4R1080,5,15 May 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,4, without feeling oily/ greasy,11,11,5.0,5.0,, without feeling heavy or greasy,P4R1095,5,07 May 2019,No,Yes,No,1,0,35-44,Acne
Positive,,,,Texture,5,5,,,,,,,, ot feeling,P4R1095,5,07 May 2019,No,Yes,No,1,0,35-44,Acne
Positive,,,,Skin,5,5,23, hydrated throughout the day,5,5,5.0,5.0,, hydrated at night,P4R1095,5,07 May 2019,No,Yes,No,1,0,35-44,Acne
Positive,,,,Texture,5,5,,,,,,,, Creamy but not heavy greasy sensation,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, rescues me during dry Winter months,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,5,5,,,,,,,, when the eczema is flaring up,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Sentiment,5,5,,,,,,,, Ultra Repair Cream deserves more attention,P4R1096,5,05 May 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,5,5,14, not too oily,3,3,5.0,5.0,, not oily at all,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
Positive,,,,Skin,5,5,,,,,,,, my hand feel super smooth,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
Positive,,,,Application,5,5,,,,,,,, my arms and my legs,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
Negative,,,,Competitor,5,5,,,,,,,, switched over from the L'Occitaine,P4R1098,5,05 May 2019,No,Yes,No,0,0,,Sun Damage
Positive,,,,Texture,5,5,,,,,,,, nongreasy,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, sensitive skin,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
Positive,,,,Skin,5,5,18, sufficiently moisturized,6,6,5.0,5.0,, moisturized,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
Positive,,,,Allergy,5,5,,,,,,,, without any reactions,P4R1106,5,30 April 2019,No,Yes,No,0,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, so rich and creamy,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Texture,5,5,,,,,,,, face feels hydrated,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Texture,5,5,,,,,,,, soft,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Skin,5,5,2, have eczema,49,49,4.857142857142857,4.857142857142857,, have eczema,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Skin,5,5,1, SUPER dry skin,88,88,4.7272727272727275,4.7272727272727275,, dry skin,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Skin,5,5,3, sensitive dry/combo skin,34,34,4.823529411764706,4.823529411764706,, sensitive skin,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Packaging,5,5,,,,,,,, amount of product you get for the price is amazing,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Demographic,5,5,,,,,,,, recommended this product by a Sephora beauty advisor,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Brand,5,5,1, Thank you First Aid Beauty!!,4,4,5.0,5.0,, always come back to First Aid Beauty,P4R1109,5,27 April 2019,No,Yes,No,0,0,,Cellulite
Positive,,,,Texture,5,5,,,,,,,, calming the itch almost instantly,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Texture,5,5,,,,,,,, enough of a barrier,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Skin,5,5,26, helped with my redness,4,4,5.0,5.0,, soothing the redness,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Skin,5,5,,,,,,,, healing the little bumps,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Motivation,5,5,,,,,,,, grabbed this as a point bonus,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Demographic,5,5,,,,,,,, Our weather is all over the place,P4R1111,5,27 April 2019,No,Yes,Yes,0,0,,Aging
Positive,,,,Texture,4,4,,,,,,,, product doesn’t just sit on the skin,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
Positive,,,,Texture,4,4,,,,,,,, sinks into the skin,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,4,4,5, combination acne prone skin,27,27,4.851851851851852,4.851851851851852,, acne prone,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,4,4,13, sensitive,9,9,4.333333333333333,4.333333333333333,, sensitive,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
Positive,,,,Skin,4,4,1, SUPER dry skin,88,88,4.7272727272727275,4.7272727272727275,, dry skin,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
Negative,,,,Skin,4,4,,,,,,,, ould be a little more moisturizing,P4R1112,4,26 April 2019,No,Yes,No,0,0,,Acne
