Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Skin,1147,4.752397558849172,32, rosacea,46,44,4.7727272727272725,4.782608695652174,, very dry and dehydrated skin,P4R711,5,20 May 2020,No,Yes,No,9,0,,Dullness
Positive,,,,Skin,1147,4.752397558849172,16, adult acne,11,8,4.375,4.545454545454546,, really good thick cream,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,6, combination acne prone skin,18,18,4.666666666666667,4.666666666666667,, fine lines around my eyes and on my forehead,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Texture,333,4.834834834834835,0, has never caused an acne flare up,29,28,4.964285714285714,4.9655172413793105,, plumping my fine lines,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,19, combination skin,69,55,4.636363636363637,4.7101449275362315,, sensitive skin,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Allergy,157,2.4713375796178343,0, Cleared up my very dry T-Zone,33,31,2.5161290322580645,2.5757575757575757,, feels like its sitting on top of my skin,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Sentiment,28,2.2857142857142856,0, Cleared up my very dry T-Zone,23,22,2.4545454545454546,2.4347826086956523,, not something I can wear all day,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Skin,132,2.234848484848485,3, absorbs it immediately,12,5,2.4,1.5833333333333333,, tiny bumps all over my face,P4R718,1,16 May 2020,Yes,No,No,7,3,,Acne
Negative,,,,Texture,21,2.9047619047619047,1, Cleared up my very dry T-Zone,14,14,2.7142857142857144,2.7142857142857144,, normal skin color texture,P4R718,1,16 May 2020,Yes,No,No,7,3,,Acne
Negative,,,,Purchase,4,2.5,0, Cleared up my very dry T-Zone,4,4,2.5,2.5,, Sephora consultant recommended this product for my face,P4R718,1,16 May 2020,Yes,No,No,7,3,,Acne
Negative,,,,Allergy,157,2.4713375796178343,0, Cleared up my very dry T-Zone,33,31,2.5161290322580645,2.5757575757575757,, no itch,P4R718,1,16 May 2020,Yes,No,No,7,3,,Acne
Positive,,,,Skin,1147,4.752397558849172,37, Very gentle,25,25,4.88,4.88,, acne prone,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,43, thicker,31,31,4.741935483870968,4.741935483870968,, dry skin,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Positive,,,,Texture,333,4.834834834834835,11, absorbs very well into my skin,22,20,5.0,5.0,, doesn’t feel oily or greasy,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, dry ruddy side of things,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Price,85,4.858823529411764,1, Very gentle,19,19,4.7368421052631575,4.7368421052631575,, reasonable,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,333,4.834834834834835,20, dry skin,7,7,5.0,5.0,, doesn’t make me break out,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,333,4.834834834834835,1, tube version,11,11,4.545454545454546,4.545454545454546,, lightweight,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Positive,,,,Texture,333,4.834834834834835,18, moisture barrier,12,12,4.833333333333333,4.833333333333333,, not greasy,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Positive,,,,Texture,333,4.834834834834835,6, stopped all that thank goodness,20,20,4.8,4.8,, deeply hydrating,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,42, fungal acne,10,9,4.777777777777778,4.8,, makeup sat really nicely on top of it,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Positive,,,,Ingredients,24,4.875,0, Cleared up my very dry T-Zone,16,12,4.75,4.8125,, not replacing my holy grail,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Negative,,,,Skin,132,2.234848484848485,4, has never caused an acne flare up,23,21,2.3333333333333335,2.3043478260869565,, got the 6oz one,P4R722,3,15 May 2020,Yes,No,No,8,2,,Acne
Negative,,,,Skin,132,2.234848484848485,1, Very gentle,14,14,2.2142857142857144,2.2142857142857144,," it says ""intense hydration"" but I found myself using it again and again after every couple of hours.",P4R722,3,15 May 2020,Yes,No,No,8,2,,Acne
Negative,,,,Sentiment,28,2.2857142857142856,0, Cleared up my very dry T-Zone,23,22,2.4545454545454546,2.4347826086956523,, Just because it was expensive I want to make use of it so I might use it as a body lotion but I am scared I will get bumpy skin everywhere else.,P4R722,3,15 May 2020,Yes,No,No,8,2,,Acne
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, extra dry,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,46, made me think it's heavyweight on my skin,14,12,4.833333333333333,4.857142857142857,, dry flakey patches,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Texture,333,4.834834834834835,10, Cleared up my very dry T-Zone,15,14,4.928571428571429,4.933333333333334,, velvety soft,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Texture,333,4.834834834834835,12, smoothed out my skin,8,8,4.875,4.875,, glowy,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,12, holygrail,17,16,4.1875,4.235294117647059,, combination,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, mostly dry,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,20, dyshidrotic eczema,29,26,4.769230769230769,4.793103448275862,, skin,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Application,107,4.878504672897196,1, Cleared up my very dry T-Zone,16,13,5.0,5.0,, under my primer,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Texture,333,4.834834834834835,3, redness gone,16,15,5.0,5.0,," makes a good ""mask"" for overnight",P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, no dryness at all,P4R729,5,08 May 2020,No,Yes,No,12,2,,Acne
Positive,,,,Price,85,4.858823529411764,4, combination acne prone skin,17,14,5.0,5.0,, half the price,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Positive,,,,Skin,1147,4.752397558849172,30, leaving a dewy glow from within,18,18,4.944444444444445,4.944444444444445,, dry patches of skin around my nose,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Positive,,,,Texture,333,4.834834834834835,0, has never caused an acne flare up,29,28,4.964285714285714,4.9655172413793105,, not too thick,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Positive,,,,Skin,1147,4.752397558849172,19, combination skin,69,55,4.636363636363637,4.7101449275362315,, most sensitive skin,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Positive,,,,Price,85,4.858823529411764,4, combination acne prone skin,17,14,5.0,5.0,, price is amazing,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, a couple of the minis,P4R734,5,01 May 2020,No,Yes,No,2,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, bad allergic reaction to a serum (Estée Lauder night repair),P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Positive,,,,Allergy,128,4.765625,2, absorbs it immediately,20,20,4.8,4.8,, rosacea,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Positive,,,,Allergy,128,4.765625,1, combination acne prone skin,21,20,4.7,4.714285714285714,, dry skin,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, perpetually dry,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,23, SUPER dry skin,11,9,5.0,5.0,, cracked,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, nothing seems to help,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Demographic,41,4.878048780487805,0, Very gentle,21,20,4.8,4.809523809523809,, got this with my points,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Negative,,,,Sentiment,28,2.2857142857142856,1, price is worth it,5,5,1.6,1.6,, SMELLS HORRIBLE!!!!,P4R738,1,30 April 2020,No,No,No,6,25,,Dark Circles
Negative,,,,Texture,21,2.9047619047619047,1, Cleared up my very dry T-Zone,14,14,2.7142857142857144,2.7142857142857144,, feels weird on your skin,P4R738,1,30 April 2020,No,No,No,6,25,,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,19, combination skin,69,55,4.636363636363637,4.7101449275362315,, sensitive skin,P4R739,5,30 April 2020,No,Yes,No,7,0,,
Positive,,,,Texture,333,4.834834834834835,6, stopped all that thank goodness,20,20,4.8,4.8,, keeps your skin hydrated,P4R739,5,30 April 2020,No,Yes,No,7,0,,
Positive,,,,Skin,1147,4.752397558849172,28, smoothed out my skin,24,24,4.666666666666667,4.666666666666667,, skin stays hydrated,P4R740,5,30 April 2020,No,Yes,No,17,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,18, change in my face,15,15,5.0,5.0,, super soft all day long,P4R740,5,30 April 2020,No,Yes,No,17,1,,Acne
Positive,,,,Texture,333,4.834834834834835,10, Cleared up my very dry T-Zone,15,14,4.928571428571429,4.933333333333334,, super soft,P4R740,5,30 April 2020,No,Yes,No,17,1,,Acne
Positive,,,,Application,107,4.878504672897196,0, price is worth it,33,32,4.75,4.757575757575758,, being able to also use it on body,P4R740,5,30 April 2020,No,Yes,No,17,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,43, thicker,31,31,4.741935483870968,4.741935483870968,, dry skin,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Positive,,,,Motivation,73,4.821917808219178,0, Cleared up my very dry T-Zone,36,35,4.8,4.805555555555555,,,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Positive,,,,Skin,1147,4.752397558849172,30, leaving a dewy glow from within,18,18,4.944444444444445,4.944444444444445,, does not clog my pores,P4R742,5,29 April 2020,No,Yes,No,2,0,,Acne
Positive,,,,Texture,333,4.834834834834835,11, absorbs very well into my skin,22,20,5.0,5.0,, does not make my face over oily,P4R742,5,29 April 2020,No,Yes,No,2,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,29, redness gone,33,27,4.777777777777778,4.818181818181818,, wonderfully hydrating!,P4R744,4,29 April 2020,No,Yes,Yes,5,0,,Aging
Positive,,,,Motivation,73,4.821917808219178,0, Cleared up my very dry T-Zone,36,35,4.8,4.805555555555555,, got this during stay-at-home orders,P4R744,4,29 April 2020,No,Yes,Yes,5,0,,Aging
Negative,,,,Allergy,157,2.4713375796178343,2, soaks well into the skin,22,20,2.85,2.772727272727273,, too thick for me to continue with on my face,P4R744,4,29 April 2020,No,Yes,Yes,5,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,30, leaving a dewy glow from within,18,18,4.944444444444445,4.944444444444445,, dry spots,P4R747,5,27 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,1147,4.752397558849172,19, combination skin,69,55,4.636363636363637,4.7101449275362315,, super sensitive skin,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, dryness,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Positive,,,,Skin,1147,4.752397558849172,3, has never caused an acne flare up,25,18,4.777777777777778,4.84,, redness,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Positive,,,,Skin,1147,4.752397558849172,21, stopped all that thank goodness,24,23,4.478260869565218,4.458333333333333,, bumps,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Positive,,,,Texture,333,4.834834834834835,7, Very gentle,12,12,4.666666666666667,4.666666666666667,, didn’t absorb properly,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Negative,,,,Allergy,157,2.4713375796178343,8, dry skin,8,8,1.25,1.25,, caused a breakout,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Negative,,,,Allergy,157,2.4713375796178343,0, Cleared up my very dry T-Zone,33,31,2.5161290322580645,2.5757575757575757,, redness,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Negative,,,,Allergy,157,2.4713375796178343,3, doesn’t leave skin oily/greasy,30,30,2.6333333333333333,2.6333333333333333,, and bumps,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Positive,,,,Brand,13,4.6923076923076925,0, Cleared up my very dry T-Zone,13,13,4.6923076923076925,4.6923076923076925,, My friend introduced me to this brand a couple years ago,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Allergy,128,4.765625,0, lids wasn’t bumpy and dry,32,28,4.857142857142857,4.875,, never looked back,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, use this lotion,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Texture,333,4.834834834834835,5, thick and hydrating,34,32,4.875,4.882352941176471,," It feels so good to finally have found ""my"" thing after years of jumping around trying every brand under the sun",P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Ingredients,24,4.875,0, Cleared up my very dry T-Zone,16,12,4.75,4.8125,, It doesn't smell like anything,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Sentiment,107,4.88785046728972,3, price is worth it,7,7,4.857142857142857,4.857142857142857,, Love this stuff,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,32, rosacea,46,44,4.7727272727272725,4.782608695652174,, very dry skin,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,11, twice the price?,28,27,4.666666666666667,4.678571428571429,, very oily skin,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,37, Very gentle,25,25,4.88,4.88,, acne prone skin,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Allergy,128,4.765625,1, combination acne prone skin,21,20,4.7,4.714285714285714,, has given us the hydration we need,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Texture,333,4.834834834834835,3, redness gone,16,15,5.0,5.0,, clean,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,9, oat,35,35,4.8,4.8,, perfect for my night time skin care routine,P4R751,5,26 April 2020,No,Yes,No,2,1,,Acne
Positive,,,,Texture,333,4.834834834834835,1, tube version,11,11,4.545454545454546,4.545454545454546,, never too heavy,P4R751,5,26 April 2020,No,Yes,No,2,1,,Acne
Positive,,,,  2. Negative,,,,,,,,,, ,P4R752,5,26 April 2020,No,Yes,No,2,0,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,29, redness gone,33,27,4.777777777777778,4.818181818181818,, hydrated,P4R754,4,24 April 2020,No,Yes,No,8,1,,Redness
Positive,,,,Skin,1147,4.752397558849172,6, combination acne prone skin,18,18,4.666666666666667,4.666666666666667,, did not have any breakouts,P4R754,4,24 April 2020,No,Yes,No,8,1,,Redness
Negative,,,,Odor,8,3.375,0, Cleared up my very dry T-Zone,8,7,3.2857142857142856,3.375,, smells like old soap,P4R754,4,24 April 2020,No,Yes,No,8,1,,Redness
Negative,,,,Allergy,157,2.4713375796178343,3, doesn’t leave skin oily/greasy,30,30,2.6333333333333333,2.6333333333333333,, my boyfriend complains to me,P4R754,4,24 April 2020,No,Yes,No,8,1,,Redness
Negative,,,,Skin,132,2.234848484848485,2, thick and hydrating,15,13,1.8461538461538463,1.7333333333333334,, pimples,P4R755,3,24 April 2020,No,No,No,7,6,,Dark Circles
Negative,,,,Skin,132,2.234848484848485,0, combination acne prone skin,29,27,3.185185185185185,3.103448275862069,, flaking nose,P4R755,3,24 April 2020,No,No,No,7,6,,Dark Circles
Negative,,,,Allergy,157,2.4713375796178343,1, price is worth it,17,16,2.375,2.5294117647058822,, woke up with pimples,P4R755,3,24 April 2020,No,No,No,7,6,,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,12, holygrail,17,16,4.1875,4.235294117647059,, combo,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, dry/combo,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,36, sensitive skin,8,8,4.875,4.875,, rosacea,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,58, in my mid 40s,10,10,4.8,4.8,, keeps me moisturizer,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,40, doesn't break me out,8,7,4.0,4.125,, when I have been in the sun too long,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Positive,,,,Skin,1147,4.752397558849172,5, lids wasn’t bumpy and dry,48,45,4.777777777777778,4.770833333333333,, my skin is parched and red,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Positive,,,,Texture,333,4.834834834834835,22, relieves irritation,5,5,5.0,5.0,, calms the redness,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Positive,,,,Allergy,128,4.765625,0, lids wasn’t bumpy and dry,32,28,4.857142857142857,4.875,, works miracles!!!,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Positive,,,,Skin,1147,4.752397558849172,43, thicker,31,31,4.741935483870968,4.741935483870968,, dry skin,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,46, made me think it's heavyweight on my skin,14,12,4.833333333333333,4.857142857142857,, dry flaky patches,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,57, eczema fading,4,4,5.0,5.0,, tightness is what I deal with,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Texture,333,4.834834834834835,22, relieves irritation,5,5,5.0,5.0,, smooths dry patches and calms redness,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Performance,38,4.815789473684211,0, Very gentle,21,16,4.625,4.714285714285714,, Worth a try,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Performance,38,4.815789473684211,0, Very gentle,21,16,4.625,4.714285714285714,, but for me,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Performance,38,4.815789473684211,1, Cleared up my very dry T-Zone,17,16,4.9375,4.9411764705882355,, its a staple in my everyday skincare routine,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Brand,13,4.6923076923076925,0, Cleared up my very dry T-Zone,13,13,4.6923076923076925,4.6923076923076925,, buy the 2oz tubes,P4R759,5,22 April 2020,No,Yes,No,6,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, using this in the morning before primer,P4R759,5,22 April 2020,No,Yes,No,6,0,,Aging
Positive,,,,Skin,1147,4.752397558849172,32, rosacea,46,44,4.7727272727272725,4.782608695652174,, very dry skin,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,32, rosacea,46,44,4.7727272727272725,4.782608695652174,, extremely dry skin,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,43, thicker,31,31,4.741935483870968,4.741935483870968,, dry skin,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,38, colloidal oatmeal,15,15,4.8,4.8,, massaging his extremely dry hands,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Purchase,19,4.526315789473684,0, Cleared up my very dry T-Zone,19,17,4.529411764705882,4.526315789473684,, worth the investment for the value size,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Application,107,4.878504672897196,2, combination acne prone skin,18,16,4.875,4.888888888888889,, use it on my hands at least once a day,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,4, absorbs very well into my skin,48,45,4.8,4.770833333333333,, feels really nice,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,20, dyshidrotic eczema,29,26,4.769230769230769,4.793103448275862,, skin looks healthy and supple,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Positive,,,,Skin,1147,4.752397558849172,13, I don’t feel like I need to layer another product on for more hydration,45,37,4.945945945945946,4.955555555555556,, severe eczema with extremely dry skin,P4R762,5,22 April 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,13, I don’t feel like I need to layer another product on for more hydration,45,37,4.945945945945946,4.955555555555556,, has eczema,P4R763,5,21 April 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,20, dyshidrotic eczema,29,26,4.769230769230769,4.793103448275862,, all skin types,P4R764,5,20 April 2020,No,Yes,No,0,0,,Blackheads
Positive,,,,Price,85,4.858823529411764,4, combination acne prone skin,17,14,5.0,5.0,, such a great price!,P4R764,5,20 April 2020,No,Yes,No,0,0,,Blackheads
Negative,,,,Skin,132,2.234848484848485,4, has never caused an acne flare up,23,21,2.3333333333333335,2.3043478260869565,, light weight,P4R765,2,20 April 2020,No,No,No,7,11,,Blackheads
Negative,,,,Skin,132,2.234848484848485,1, Very gentle,14,14,2.2142857142857144,2.2142857142857144,, made my skin feel like it wasn’t getting enough hydration.,P4R765,2,20 April 2020,No,No,No,7,11,,Blackheads
Negative,,,,Texture,21,2.9047619047619047,0, absorbs very well into my skin,7,6,3.0,3.2857142857142856,, didn’t know what to expect,P4R765,2,20 April 2020,No,No,No,7,11,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,48, thick and hydrating,14,14,5.0,5.0,, saved my skin while on accutane! Super,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Positive,,,,Skin,1147,4.752397558849172,44, hydrated,20,19,4.842105263157895,4.85,, super moisturizing and thick with out feeling heavy or greasy.,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Positive,,,,Allergy,128,4.765625,1, combination acne prone skin,21,20,4.7,4.714285714285714,, helps prevent dry,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Positive,,,,Allergy,128,4.765625,2, absorbs it immediately,20,20,4.8,4.8,, peeling skin,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Positive,,,,Skin,1147,4.752397558849172,43, thicker,31,31,4.741935483870968,4.741935483870968,, dry skin,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, dryness,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Skin,1147,4.752397558849172,7, It says it helps with rosacia,52,50,4.64,4.634615384615385,, dryness,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Texture,333,4.834834834834835,9, skin,15,15,4.6,4.6,, lotion,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Ingredients,24,4.875,0, Cleared up my very dry T-Zone,16,12,4.75,4.8125,, Environmental Working Group's ingredients scan,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Texture,333,4.834834834834835,21, no bumps or acne from waxing,11,11,4.545454545454546,4.545454545454546,, texture,P4R768,3,19 April 2020,No,No,No,7,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,20, dyshidrotic eczema,29,26,4.769230769230769,4.793103448275862,, skin,P4R768,3,19 April 2020,No,No,No,7,0,,Acne
Negative,,,,Allergy,157,2.4713375796178343,5, combination acne prone skin,16,16,2.0625,2.0625,, broke out,P4R768,3,19 April 2020,No,No,No,7,0,,Acne
Positive,,,,Skin,1147,4.752397558849172,58, in my mid 40s,10,10,4.8,4.8,, keeps my skin nice and hydrated,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Positive,,,,Texture,333,4.834834834834835,8, changed my life,13,13,4.538461538461538,4.538461538461538,, does not find the cream heavy or oily,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Positive,,,,Application,107,4.878504672897196,8, Very gentle,6,3,4.666666666666667,4.833333333333333,, a little bit goes a long way,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Negative,,,,Odor,8,3.375,0, Cleared up my very dry T-Zone,8,7,3.2857142857142856,3.375,, until then,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Negative,,,,Odor,8,3.375,0, Cleared up my very dry T-Zone,8,7,3.2857142857142856,3.375,, I'll continue to buy the mini size,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Negative,,,,Skin,132,2.234848484848485,0, combination acne prone skin,29,27,3.185185185185185,3.103448275862069,, too heavy for my skin,P4R770,4,18 April 2020,No,Yes,No,1,1,,
Negative,,,,Allergy,157,2.4713375796178343,3, doesn’t leave skin oily/greasy,30,30,2.6333333333333333,2.6333333333333333,, unfortunately it was too heavy for my skin,P4R770,4,18 April 2020,No,Yes,No,1,1,,
Positive,,,,Skin,1147,4.752397558849172,28, smoothed out my skin,24,24,4.666666666666667,4.666666666666667,, oily dehydrated skin,P4R771,3,18 April 2020,No,Yes,No,3,3,,Acne
Positive,,,,Allergy,128,4.765625,5, absorbs very well into my skin,6,6,4.5,4.5,, haven’t noticed it breaking me out at all,P4R771,3,18 April 2020,No,Yes,No,3,3,,Acne
Negative,,,,Texture,21,2.9047619047619047,1, Cleared up my very dry T-Zone,14,14,2.7142857142857144,2.7142857142857144,, kind of reminds me of a sunscreen,P4R771,3,18 April 2020,No,Yes,No,3,3,,Acne
Positive,,,,Skin,1147,4.752397558849172,32, rosacea,46,44,4.7727272727272725,4.782608695652174,, very dry skin,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Skin,1147,4.752397558849172,61, for the price,5,5,5.0,5.0,, bright,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Skin,1147,4.752397558849172,10, skin texture,16,15,4.733333333333333,4.75,, calm and happy skin,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
